solar,1239.000000,1737477348
solar,1133.000000,1737477353
solar,1254.000000,1737477358
solar,1184.000000,1737477364
solar,1108.000000,1737477369
solar,1122.000000,1737477374
solar,979.000000,1737477380
solar,1190.000000,1737477385
solar,1591.000000,1737477590
solar,1152.000000,1737477602
solar,1164.000000,1737477607
solar,1161.000000,1737477612
solar,1241.000000,1737477618
solar,1205.000000,1737477623
solar,1706.000000,1737477628
solar,1779.000000,1737477634
solar,1897.000000,1737477639
solar,1841.000000,1737477645
solar,1798.000000,1737477650
solar,1728.000000,1737477655
solar,1622.000000,1737477661
solar,1606.000000,1737477666
solar,1525.000000,1737477672
solar,1508.000000,1737477677
solar,1503.000000,1737477682
solar,1491.000000,1737477688
solar,1491.000000,1737477693
solar,1512.000000,1737477699
solar,1541.000000,1737477704
solar,1586.000000,1737477709
solar,1634.000000,1737477715
solar,1684.000000,1737477720
solar,1741.000000,1737477726
solar,1795.000000,1737477731
solar,1823.000000,1737477736
solar,1785.000000,1737477742
solar,1727.000000,1737477747
solar,1678.000000,1737477753
solar,1516.000000,1737477758
solar,447.000000,1737477763
solar,875.000000,1737477769
solar,748.000000,1737477774
solar,962.000000,1737477780
solar,1404.000000,1737477785
solar,1408.000000,1737477790
solar,1470.000000,1737477796
solar,822.000000,1737477801
solar,845.000000,1737477807
solar,1080.000000,1737477812
solar,1501.000000,1737477817
solar,1492.000000,1737477823
solar,1459.000000,1737477828
solar,1465.000000,1737477833
solar,1498.000000,1737477839
solar,1527.000000,1737477844
solar,1383.000000,1737477850
solar,1537.000000,1737477855
solar,1604.000000,1737477860
solar,1054.000000,1737477866
solar,524.000000,1737477871
solar,605.000000,1737477877
solar,1477.000000,1737477882
solar,1393.000000,1737477887
solar,1276.000000,1737477893
solar,987.000000,1737477898
solar,647.000000,1737477904
solar,528.000000,1737477909
solar,351.000000,1737477914
solar,335.000000,1737477920
solar,301.000000,1737477925
solar,311.000000,1737477931
solar,314.000000,1737477936
solar,377.000000,1737477941
solar,446.000000,1737477947
solar,467.000000,1737477952
solar,425.000000,1737477958
solar,376.000000,1737477963
solar,446.000000,1737477968
solar,343.000000,1737477974
solar,327.000000,1737477979
solar,301.000000,1737477985
solar,287.000000,1737477990
solar,285.000000,1737477995
solar,282.000000,1737478001
solar,277.000000,1737478006
solar,268.000000,1737478012
solar,261.000000,1737478017
solar,255.000000,1737478022
solar,248.000000,1737478028
solar,237.000000,1737478033
solar,236.000000,1737478038
solar,236.000000,1737478044
solar,240.000000,1737478049
solar,248.000000,1737478055
solar,239.000000,1737478060
solar,237.000000,1737478065
solar,235.000000,1737478071
solar,235.000000,1737478076
solar,231.000000,1737478082
solar,234.000000,1737478087
solar,229.000000,1737478092
solar,233.000000,1737478098
solar,233.000000,1737478103
solar,231.000000,1737478109
solar,235.000000,1737478114
solar,235.000000,1737478119
solar,235.000000,1737478125
solar,235.000000,1737478130
solar,242.000000,1737478136
solar,244.000000,1737478141
solar,248.000000,1737478146
solar,242.000000,1737478152
solar,248.000000,1737478157
solar,247.000000,1737478163
solar,249.000000,1737478168
solar,251.000000,1737478173
solar,258.000000,1737478179
solar,261.000000,1737478184
solar,261.000000,1737478190
solar,265.000000,1737478195
solar,269.000000,1737478200
solar,275.000000,1737478206
solar,277.000000,1737478211
solar,282.000000,1737478217
solar,283.000000,1737478222
solar,285.000000,1737478227
solar,285.000000,1737478233
solar,284.000000,1737478238
solar,285.000000,1737478244
solar,282.000000,1737478249
solar,282.000000,1737478254
solar,280.000000,1737478260
solar,282.000000,1737478265
solar,282.000000,1737478271
solar,282.000000,1737478276
solar,283.000000,1737478281
solar,287.000000,1737478287
solar,287.000000,1737478292
solar,290.000000,1737478297
solar,288.000000,1737478303
solar,292.000000,1737478308
solar,295.000000,1737478314
solar,296.000000,1737478319
solar,299.000000,1737478324
solar,300.000000,1737478330
solar,301.000000,1737478335
solar,308.000000,1737478341
solar,314.000000,1737478346
solar,315.000000,1737478351
solar,318.000000,1737478357
solar,322.000000,1737478362
solar,326.000000,1737478367
solar,329.000000,1737478373
solar,326.000000,1737478378
solar,329.000000,1737478384
solar,329.000000,1737478389
solar,332.000000,1737478394
solar,335.000000,1737478400
solar,339.000000,1737478405
solar,337.000000,1737478410
solar,336.000000,1737478416
solar,340.000000,1737478421
solar,342.000000,1737478426
solar,340.000000,1737478432
solar,345.000000,1737478437
solar,349.000000,1737478443
solar,353.000000,1737478448
solar,357.000000,1737478453
solar,353.000000,1737478459
solar,342.000000,1737478464
solar,336.000000,1737478469
solar,333.000000,1737478475
solar,332.000000,1737478480
solar,328.000000,1737478485
solar,325.000000,1737478491
solar,323.000000,1737478496
solar,318.000000,1737478502
solar,314.000000,1737478507
solar,314.000000,1737478512
solar,312.000000,1737478518
solar,306.000000,1737478523
solar,303.000000,1737478528
solar,302.000000,1737478534
solar,300.000000,1737478539
solar,296.000000,1737478544
solar,291.000000,1737478550
solar,291.000000,1737478555
solar,287.000000,1737478561
solar,282.000000,1737478566
solar,282.000000,1737478571
solar,276.000000,1737478577
solar,275.000000,1737478582
solar,274.000000,1737478587
solar,273.000000,1737478593
solar,274.000000,1737478598
solar,275.000000,1737478604
solar,272.000000,1737478609
solar,273.000000,1737478614
solar,277.000000,1737478620
solar,277.000000,1737478625
solar,279.000000,1737478630
solar,278.000000,1737478636
solar,280.000000,1737478641
solar,282.000000,1737478646
solar,283.000000,1737478652
solar,287.000000,1737478657
solar,287.000000,1737478663
solar,287.000000,1737478668
solar,289.000000,1737478673
solar,292.000000,1737478679
solar,296.000000,1737478684
solar,301.000000,1737478689
solar,306.000000,1737478695
solar,660.000000,1737568991
solar,689.000000,1737568996
solar,722.000000,1737569001
solar,142.000000,1737569007
solar,142.000000,1737569012
solar,142.000000,1737569017
solar,142.000000,1737569023
solar,142.000000,1737569028
solar,142.000000,1737569033
solar,142.000000,1737569039
solar,3155.000000,1737569044
Pin was too high!solar,142.000000,1737569050
solar,1058.000000,1737569055
solar,1128.000000,1737569068
solar,1168.000000,1737569073
solar,1212.000000,1737569078
solar,1247.000000,1737569084
solar,1281.000000,1737569089
solar,1323.000000,1737569094
solar,1345.000000,1737569100
solar,1319.000000,1737569105
solar,1403.000000,1737569110
solar,1410.000000,1737569116
solar,1393.000000,1737569121
solar,1379.000000,1737569127
solar,1363.000000,1737569132
solar,1359.000000,1737569137
solar,1354.000000,1737569143
solar,1337.000000,1737569148
solar,1306.000000,1737569153
solar,1290.000000,1737569159
solar,1279.000000,1737569164
solar,1268.000000,1737569169
solar,1270.000000,1737569175
solar,1285.000000,1737569180
solar,1307.000000,1737569186
solar,1337.000000,1737569191
solar,1323.000000,1737569196
solar,1310.000000,1737569202
solar,1296.000000,1737569207
solar,1270.000000,1737569212
solar,1251.000000,1737569218
solar,1221.000000,1737569223
solar,1191.000000,1737569229
solar,1166.000000,1737569234
solar,1147.000000,1737569239
solar,1134.000000,1737569245
solar,1128.000000,1737569250
solar,1134.000000,1737569255
solar,1151.000000,1737569261
solar,1179.000000,1737569266
solar,1212.000000,1737569271
solar,1249.000000,1737569277
solar,1252.000000,1737569282
solar,1222.000000,1737569288
solar,1186.000000,1737569293
solar,1157.000000,1737569298
solar,1133.000000,1737569304
solar,1111.000000,1737569309
solar,1099.000000,1737569314
solar,1085.000000,1737569320
solar,1086.000000,1737569325
solar,1085.000000,1737569330
solar,1085.000000,1737569336
solar,1065.000000,1737569341
solar,1009.000000,1737569347
solar,947.000000,1737569352
solar,881.000000,1737569357
solar,824.000000,1737569363
solar,772.000000,1737569368
solar,724.000000,1737569373
solar,681.000000,1737569379
solar,651.000000,1737569384
solar,620.000000,1737569390
solar,599.000000,1737569395
solar,579.000000,1737569400
solar,558.000000,1737569406
solar,551.000000,1737569411
solar,538.000000,1737569416
solar,529.000000,1737569422
solar,525.000000,1737569427
solar,528.000000,1737569432
solar,537.000000,1737569438
solar,552.000000,1737569443
solar,578.000000,1737569449
solar,592.000000,1737569454
solar,610.000000,1737569459
solar,576.000000,1737569465
solar,548.000000,1737569470
solar,514.000000,1737569475
solar,491.000000,1737569481
solar,472.000000,1737569486
solar,454.000000,1737569491
solar,446.000000,1737569497
solar,443.000000,1737569502
solar,434.000000,1737569508
solar,444.000000,1737569513
solar,455.000000,1737569518
solar,476.000000,1737569524
solar,501.000000,1737569529
solar,534.000000,1737569534
solar,564.000000,1737569540
solar,612.000000,1737569545
